,image,x,y,w,h,label
2173,cup0346.jpg,90.02799999999999,74.758,41.711999999999996,52.882,8
2174,cup0347.jpg,86.61,74.758,41.94,52.422,8
2175,cup0348.jpg,84.786,74.758,41.934,52.882,8
2176,cup0349.jpg,84.103,74.986,41.707,51.964,8
2177,cup0350.jpg,83.875,74.986,41.935,51.964,8
2178,cup0351.jpg,84.103,74.986,41.707,52.424,8
2179,cup0352.jpg,84.103,75.89699999999999,41.707,51.963,8
2180,cup0353.jpg,84.786,77.03699999999999,41.023999999999994,51.283,8
2181,cup0354.jpg,85.014,77.265,40.796,51.965,8
2182,cup0355.jpg,86.382,79.08800000000001,39.428000000000004,50.821999999999996,8
2183,cup0356.jpg,87.066,80.0,39.884,51.28,8
2184,cup0357.jpg,87.977,81.595,39.883,50.595,8
2185,cup0358.jpg,89.801,82.963,39.659,50.827,8
2186,cup0359.jpg,92.08,84.33,40.8,50.83,8
2187,cup0360.jpg,94.359,86.154,40.801,50.146,8
2188,cup0361.jpg,96.866,87.521,40.574,49.919,8
2189,cup0362.jpg,100.28,89.801,40.12,49.458999999999996,8
2190,cup0363.jpg,102.79,92.30799999999999,39.66,49.681999999999995,8
2191,cup0364.jpg,105.75,94.587,38.75,49.233000000000004,8
2192,cup0365.jpg,108.72,95.954,39.43,49.006,8
2193,cup0366.jpg,111.0,97.322,39.88,48.548,8
2194,cup0367.jpg,114.19,100.06,39.66,48.32,8
2195,cup0368.jpg,117.15,102.79,39.2,48.09,8
2196,cup0369.jpg,120.11,104.62,38.52,48.31,8
2197,cup0370.jpg,123.76,106.44,38.06,47.86,8
2198,cup0371.jpg,128.09,108.03,37.84,46.5,8
2199,cup0372.jpg,131.74,108.49,39.2,46.5,8
2200,cup0373.jpg,136.52,108.72,38.07,47.18,8
2201,cup0374.jpg,141.77,108.95,36.92,46.95,8
2202,cup0375.jpg,145.19,108.95,38.74,46.49,8
2203,cup0376.jpg,149.74,108.26,38.52,46.73,8
2204,cup0377.jpg,152.71,108.49,39.65,46.95,8
2205,cup0378.jpg,155.44,109.4,39.2,47.18,8
2206,cup0379.jpg,159.09,109.4,38.97,48.32,8
2207,cup0381.jpg,161.37,111.45,38.52,47.41,8
2208,cup0382.jpg,163.42,112.36,39.2,47.18,8
2209,cup0383.jpg,164.56,112.36,39.2,48.1,8
2210,cup0384.jpg,164.1,113.5,39.43,47.87,8
2211,cup0385.jpg,161.14,116.01,40.57,47.64,8
2212,cup0386.jpg,159.09,118.06,40.57,48.32,8
2213,cup0387.jpg,154.3,120.8,40.57,49.0,8
2214,cup0388.jpg,150.43,124.9,39.66,48.55,8
2215,cup0389.jpg,147.24,126.5,41.02,50.14,8
2216,cup0390.jpg,144.5,130.6,40.34,49.91,8
2217,cup0391.jpg,141.99,135.16,41.03,49.23,8
2218,cup0392.jpg,141.31,136.3,40.57,50.14,8
2219,cup0393.jpg,140.4,137.21,41.02,50.6,8
2220,cup0394.jpg,140.63,137.66,40.57,50.6,8
2221,cup0395.jpg,140.63,138.58,41.02,51.51,8
2222,cup0396.jpg,141.08,138.58,41.26,52.42,8
2223,cup0397.jpg,142.22,138.58,41.71,52.42,8
2224,cup0398.jpg,142.22,138.58,41.71,52.42,8
2225,cup0399.jpg,141.08,137.89,42.17,52.42,8
2226,cup0400.jpg,140.63,137.21,42.62,52.19,8
2227,cup0401.jpg,138.35,136.75,41.93,52.42,8
2228,cup0402.jpg,134.47,135.84,42.17,52.42,8
2229,cup0403.jpg,130.37,134.02,42.62,53.79,8
2230,cup0404.jpg,125.58,133.11,43.08,53.56,8
2231,cup0405.jpg,121.25,132.19,43.31,53.11,8
2232,cup0406.jpg,118.29,130.37,43.08,52.65,8
2233,cup0407.jpg,116.24,127.41,43.53,53.56,8
2234,cup0408.jpg,114.87,125.58,43.76,53.79,8
2235,cup0409.jpg,114.87,125.13,43.76,53.1,8
2236,cup0410.jpg,116.47,123.76,42.85,53.33,8
2237,cup0411.jpg,118.97,122.17,43.99,54.92,8
2238,cup0412.jpg,123.08,122.17,43.76,54.92,8
2239,cup0413.jpg,126.27,122.85,44.9,56.75,8
2240,cup0414.jpg,130.37,124.44,44.67,57.44,8
2241,cup0415.jpg,133.33,125.58,46.5,57.67,8
2242,cup0416.jpg,134.25,125.58,47.17,59.04,8
2243,cup0417.jpg,134.93,126.72,47.63,59.49,8
2244,cup0418.jpg,134.47,126.72,48.55,60.63,8
2245,cup0419.jpg,133.56,127.18,49.0,61.31,8
2246,cup0420.jpg,131.97,126.5,49.0,62.22,8
2247,cup0421.jpg,130.83,125.81,49.23,62.45,8
2248,cup0422.jpg,125.58,125.36,48.78,62.45,8
2249,cup0423.jpg,120.34,125.36,49.23,62.22,8
2250,cup0424.jpg,119.43,125.13,49.69,62.45,8
2251,cup0425.jpg,119.2,125.58,49.01,62.68,8
2252,cup0426.jpg,116.01,125.81,49.0,62.91,8
2253,cup0427.jpg,115.1,125.81,49.91,62.91,8
2254,cup0428.jpg,117.15,125.81,49.0,62.68,8
2255,cup0429.jpg,118.97,126.27,49.24,62.45,8
2256,cup0430.jpg,117.38,127.41,49.23,62.22,8
2257,cup0431.jpg,116.01,128.32,48.78,63.13,8
2258,cup0432.jpg,116.01,129.23,47.64,63.13,8
2259,cup0433.jpg,113.28,129.69,47.18,62.67,8
2260,cup0434.jpg,111.0,129.69,47.63,62.67,8
2261,cup0435.jpg,109.86,129.69,46.95,62.67,8
2262,cup0436.jpg,109.63,128.77,45.81,62.68,8
2263,cup0437.jpg,106.67,128.77,46.95,61.32,8
2264,cup0438.jpg,104.84,127.64,46.95,61.53,8
2265,cup0439.jpg,103.02,126.95,46.5,61.08,8
2266,cup0441.jpg,100.74,125.58,46.5,61.09,8
2267,cup0442.jpg,99.145,123.53,46.045,60.63,8
2268,cup0443.jpg,97.094,120.57,46.496,60.85,8
2269,cup0444.jpg,95.726,118.29,46.724,60.86,8
2270,cup0445.jpg,95.726,116.7,46.044,60.62,8
2271,cup0446.jpg,96.41,115.56,46.27,61.08,8
2272,cup0447.jpg,97.094,114.19,46.956,60.4,8
2273,cup0448.jpg,97.55,113.96,46.95,60.17,8
2274,cup0449.jpg,99.145,115.1,46.495,59.49,8
2275,cup0450.jpg,99.37299999999999,115.56,46.497,59.03,8
2276,cup0451.jpg,99.37299999999999,116.24,46.497,58.35,8
2277,cup0452.jpg,99.37299999999999,116.01,45.806999999999995,58.8,8
2278,cup0453.jpg,98.461,114.87,45.809,59.72,8
2279,cup0454.jpg,95.955,114.19,46.495,59.26,8
2280,cup0455.jpg,95.04299999999999,112.59,45.586999999999996,59.72,8
2281,cup0456.jpg,92.536,112.14,46.494,59.03,8
2282,cup0457.jpg,90.712,111.68,46.268,59.26,8
2283,cup0458.jpg,88.661,109.17,46.949,60.4,8
2284,cup0459.jpg,87.977,107.81,47.633,60.85,8
2285,cup0460.jpg,87.749,107.58,47.631,61.31,8
2286,cup0461.jpg,87.977,107.12,46.723,60.63,8
2287,cup0462.jpg,88.889,105.98,47.181000000000004,61.54,8
2288,cup0463.jpg,89.573,105.76,46.946999999999996,61.53,8
2289,cup0464.jpg,89.801,106.89,46.498999999999995,61.54,8
2290,cup0465.jpg,91.396,107.81,45.81399999999999,62.45,8
2291,cup0466.jpg,92.536,109.86,45.81399999999999,61.31,8
2292,cup0467.jpg,92.764,110.77,46.036,61.99,8
2293,cup0468.jpg,92.536,113.05,45.583999999999996,62.45,8
2294,cup0469.jpg,91.852,117.38,45.808,60.85,8
2295,cup0470.jpg,91.16799999999999,119.2,46.042,61.31,8
2296,cup0471.jpg,90.712,121.25,46.268,61.54,8
2297,cup0472.jpg,90.256,122.62,45.583999999999996,61.77,8
2298,cup0473.jpg,89.573,125.36,44.897,60.62,8
2299,cup0474.jpg,88.43299999999999,125.36,45.357,61.08,8
2300,cup0475.jpg,87.749,125.36,44.67100000000001,59.48,8
2301,cup0476.jpg,88.43299999999999,123.76,44.677,58.8,8
2302,cup0477.jpg,89.801,121.71,44.669,58.8,8
2303,cup0478.jpg,91.396,121.25,43.763999999999996,57.21,8
2304,cup0479.jpg,93.22,118.29,44.22,57.66,8
2305,cup0480.jpg,93.447,116.92,44.903,56.53,8
2306,cup0481.jpg,94.131,115.56,44.449,56.06,8
2307,cup0482.jpg,95.04299999999999,113.96,44.446999999999996,56.07,8
2308,cup0483.jpg,96.63799999999999,113.5,44.902,56.07,8
2309,cup0484.jpg,96.866,113.05,45.583999999999996,55.38,8
2310,cup0485.jpg,98.234,112.82,44.896,55.16,8
2311,cup0486.jpg,99.829,112.59,44.67100000000001,54.25,8
2312,cup0487.jpg,102.79,111.91,45.13,54.7,8
2313,cup0488.jpg,104.39,111.91,44.44,54.7,8
2314,cup0489.jpg,106.21,112.14,45.13,54.24,8
2315,cup0490.jpg,108.72,113.28,45.35,54.24,8
2316,cup0491.jpg,110.31,113.73,43.99,54.7,8
2317,cup0492.jpg,112.14,114.42,43.07,54.01,8
2318,cup0493.jpg,113.28,114.19,43.3,54.47,8
2319,cup0494.jpg,114.19,114.87,43.3,53.79,8
2320,cup0495.jpg,115.33,115.56,43.53,53.33,8
2321,cup0496.jpg,116.92,115.33,43.31,53.79,8
2322,cup0497.jpg,118.06,115.33,43.31,54.24,8
2323,cup0498.jpg,120.34,115.33,43.53,54.24,8
2324,cup0499.jpg,122.39,116.7,43.08,53.56,8
2325,cup0500.jpg,125.13,117.38,43.99,54.02,8
2326,cup0501.jpg,127.86,117.83,43.76,54.48,8
2327,cup0502.jpg,131.97,118.52,43.98,54.47,8
2328,cup0503.jpg,136.98,119.2,44.44,54.48,8
2329,cup0504.jpg,140.85,120.11,44.45,55.16,8
2330,cup0505.jpg,144.96,122.39,44.21,54.93,8
2331,cup0506.jpg,148.83,123.53,44.22,55.62,8
2332,cup0507.jpg,152.71,124.44,44.9,55.62,8
2333,cup0508.jpg,155.44,124.44,44.9,55.85,8
2334,cup0509.jpg,158.86,125.13,44.67,56.29,8
2335,cup0510.jpg,161.82,126.5,44.22,56.06,8
2336,cup0511.jpg,163.65,127.64,45.13,57.43,8
2337,cup0512.jpg,166.38,129.69,45.13,56.75,8
2338,cup0513.jpg,168.43,131.05,45.36,56.76,8
2339,cup0514.jpg,168.89,132.65,45.81,57.44,8
2340,cup0515.jpg,170.03,133.33,45.81,58.12,8
2341,cup0516.jpg,170.71,134.47,45.81,58.12,8
2342,cup0517.jpg,170.71,134.47,45.59,58.12,8
2343,cup0518.jpg,170.71,134.7,45.59,58.35,8
2344,cup0519.jpg,170.26,134.93,46.04,58.35,8
2345,cup0520.jpg,170.26,135.38,46.26,57.21,8
2346,cup0521.jpg,171.17,135.16,46.49,57.2,8
2347,cup0522.jpg,171.85,134.02,46.04,58.34,8
2348,cup0523.jpg,172.76,134.02,45.82,57.43,8
2349,cup0524.jpg,175.04,131.97,45.81,57.89,8
2350,cup0525.jpg,175.04,130.83,45.59,57.66,8
2351,cup0526.jpg,175.04,129.46,45.59,58.12,8
2352,cup0527.jpg,175.95,129.0,45.59,58.35,8
2353,cup0528.jpg,174.81,128.32,46.04,58.35,8
2354,cup0529.jpg,174.81,128.32,44.9,58.12,8
2355,cup0530.jpg,174.13,127.64,45.36,57.89,8
2356,cup0531.jpg,173.68,127.64,45.12,57.43,8
2357,cup0532.jpg,172.54,127.18,45.35,57.44,8
2358,cup0533.jpg,174.13,126.27,44.22,57.21,8
2359,cup0534.jpg,175.04,125.36,44.22,57.2,8
2360,cup0535.jpg,175.5,124.9,43.53,57.89,8
2361,cup0536.jpg,176.64,124.9,42.85,56.75,8
2362,cup0537.jpg,177.32,124.22,43.08,56.06,8
2363,cup0538.jpg,177.32,123.76,42.4,55.61,8
2364,cup0539.jpg,178.01,122.85,42.16,55.38,8
2365,cup0540.jpg,178.01,121.71,42.62,55.38,8
2366,cup0541.jpg,177.32,120.11,43.08,55.62,8
2367,cup0542.jpg,179.37,118.97,41.26,54.25,8
2368,cup0543.jpg,180.28,117.15,41.03,54.02,8
2369,cup0544.jpg,182.79,115.1,41.03,54.02,8
2370,cup0545.jpg,184.39,113.73,40.34,52.88,8
2371,cup0546.jpg,184.39,112.36,40.8,53.57,8
2372,cup0547.jpg,184.39,111.23,41.02,54.01,8
2373,cup0548.jpg,184.84,110.77,41.26,52.88,8
2374,cup0549.jpg,186.44,110.09,40.11,52.42,8
2375,cup0550.jpg,188.03,107.81,40.57,53.1,8
2376,cup0551.jpg,191.45,107.35,41.03,51.97,8
2377,cup0552.jpg,196.92,106.21,40.34,52.42,8
2378,cup0553.jpg,200.8,105.07,40.8,52.2,8
2379,cup0554.jpg,204.22,104.39,41.25,52.19,8
2380,cup0555.jpg,209.0,103.02,41.48,52.19,8
2381,cup0556.jpg,209.91,102.56,41.03,51.74,8
2382,cup0557.jpg,209.91,101.88,41.26,51.51,8
2383,cup0558.jpg,210.14,101.42,40.57,52.2,8
2384,cup0559.jpg,207.86,101.42,40.8,51.97,8
2385,cup0560.jpg,206.27,102.11,40.34,51.28,8
2386,cup0561.jpg,203.08,102.34,40.57,51.51,8
2387,cup0562.jpg,200.8,102.34,40.8,50.82,8
2388,cup0563.jpg,198.29,101.65,40.11,50.6,8
2389,cup0564.jpg,195.78,100.51,39.89,50.6,8
2390,cup0565.jpg,193.5,99.145,40.12,50.375,8
2391,cup0566.jpg,192.36,98.234,38.98,50.146,8
2392,cup0567.jpg,191.68,97.77799999999999,38.75,48.542,8
2393,cup0568.jpg,190.09,97.094,38.51,48.776,8
2394,cup0569.jpg,189.4,96.63799999999999,38.52,48.552,8
2395,cup0570.jpg,189.4,95.726,38.52,48.544,8
2396,cup0571.jpg,190.54,94.815,38.06,47.635,8
2397,cup0572.jpg,192.14,93.219,38.06,48.091,8
2398,cup0573.jpg,193.73,92.08,37.84,47.41,8
2399,cup0574.jpg,196.01,91.16799999999999,37.38,46.272,8
2400,cup0575.jpg,198.06,88.661,38.52,46.949,8
2401,cup0576.jpg,200.11,87.977,38.07,45.813,8
2402,cup0577.jpg,201.94,87.521,37.6,46.038999999999994,8
2403,cup0578.jpg,203.76,87.066,37.15,46.263999999999996,8
2404,cup0579.jpg,205.36,87.977,36.69,45.813,8
2405,cup0580.jpg,206.27,90.029,37.15,46.041000000000004,8
2406,cup0581.jpg,207.41,91.624,36.46,45.816,8
2407,cup0582.jpg,207.18,95.04299999999999,36.92,46.266999999999996,8
2408,cup0583.jpg,205.81,98.917,37.84,45.813,8
2409,cup0584.jpg,206.27,102.34,38.52,46.04,8
2410,cup0585.jpg,205.81,104.16,38.52,46.72,8
2411,cup0586.jpg,206.04,107.12,37.61,45.59,8
2412,cup0587.jpg,205.81,107.81,38.75,46.72,8
2413,cup0588.jpg,206.04,108.95,38.52,46.26,8
2414,cup0589.jpg,205.36,109.86,38.51,45.81,8
2415,cup0590.jpg,205.13,110.54,38.97,45.81,8
2416,cup0591.jpg,204.67,110.77,39.43,45.81,8
2417,cup0592.jpg,205.81,110.54,37.84,46.27,8
2418,cup0593.jpg,206.04,110.77,37.61,45.58,8
2419,cup0594.jpg,206.5,109.4,37.83,45.13,8
2420,cup0595.jpg,207.86,106.89,36.7,44.68,8
2421,cup0596.jpg,208.78,104.39,36.69,46.04,8
2422,cup0597.jpg,208.78,104.84,36.69,44.68,8
2423,cup0598.jpg,207.86,105.3,36.7,45.13,8
2424,cup0599.jpg,205.81,106.89,36.01,44.45,8
2425,cup0600.jpg,203.53,109.17,35.1,43.99,8
2426,cup0601.jpg,201.94,111.45,35.1,43.31,8
2427,cup0602.jpg,200.8,112.36,36.24,44.22,8
2428,cup0603.jpg,199.43,115.1,34.42,44.67,8
2429,cup0604.jpg,197.61,116.92,35.1,43.54,8
2430,cup0605.jpg,196.47,118.97,35.1,43.54,8
2431,cup0606.jpg,192.82,122.17,35.78,44.21,8
2432,cup0607.jpg,191.22,124.9,35.1,43.53,8
2433,cup0608.jpg,189.86,127.64,34.64,43.07,8
2434,cup0609.jpg,189.86,130.6,34.64,42.62,8
2435,cup0610.jpg,190.31,132.65,34.65,41.94,8
2436,cup0611.jpg,189.86,133.56,34.64,43.31,8
2437,cup0612.jpg,189.17,135.38,35.56,43.54,8
2438,cup0613.jpg,188.26,136.3,36.24,43.3,8
2439,cup0614.jpg,188.03,136.75,36.24,43.08,8
2440,cup0615.jpg,187.12,136.52,36.7,43.76,8
2441,cup0616.jpg,187.12,136.52,36.47,42.63,8
2442,cup0617.jpg,185.75,135.84,37.16,42.85,8
2443,cup0618.jpg,184.16,135.61,37.38,42.4,8
2444,cup0619.jpg,183.25,135.84,36.24,41.94,8
2445,cup0620.jpg,182.11,136.52,36.69,42.63,8
2446,cup0621.jpg,181.65,138.35,36.93,42.39,8
2447,cup0622.jpg,181.42,141.99,36.7,41.49,8
2448,cup0623.jpg,181.2,143.59,36.92,41.94,8
2449,cup0624.jpg,181.65,145.64,36.7,41.94,8
2450,cup0625.jpg,182.56,147.24,36.02,41.25,8
2451,cup0626.jpg,183.02,147.46,35.78,41.94,8
2452,cup0627.jpg,184.16,147.46,34.64,41.26,8
2453,cup0628.jpg,184.39,145.87,34.87,40.57,8
2454,cup0629.jpg,185.3,142.45,34.19,41.03,8
2455,cup0630.jpg,184.84,139.94,34.87,40.57,8
2456,juice0000.jpg,131.21,50.013000000000005,36.5,89.647,9
2457,juice0001.jpg,131.21,50.641999999999996,36.5,89.01799999999999,9
2458,juice0002.jpg,131.52,51.271,36.19,88.389,9
2459,juice0003.jpg,131.52,51.586000000000006,36.19,88.384,9
2460,juice0004.jpg,131.52,51.586000000000006,36.19,88.704,9
2461,juice0005.jpg,131.52,52.843999999999994,36.19,87.756,9
2462,juice0006.jpg,131.52,53.473,36.19,88.387,9
2463,juice0007.jpg,130.58,54.731,36.81,87.449,9
2464,juice0008.jpg,130.27,55.99,36.18,87.76,9
2465,juice0009.jpg,129.32,57.248000000000005,36.82,87.762,9
2466,juice0010.jpg,129.32,58.82,36.5,88.07,9
2467,juice0011.jpg,129.32,61.336999999999996,36.5,87.443,9
2468,juice0012.jpg,129.32,63.538999999999994,36.5,87.76100000000001,9
2469,juice0013.jpg,130.58,66.684,36.19,87.446,9
2470,juice0014.jpg,131.84,70.14399999999999,36.18,87.126,9
2471,juice0015.jpg,134.36,74.548,36.5,87.132,9
2472,juice0016.jpg,136.87,79.266,36.5,88.074,9
2473,juice0017.jpg,140.33,84.29899999999999,37.13,87.131,9
2474,juice0018.jpg,146.31,88.073,36.19,87.12700000000001,9
2475,juice0019.jpg,151.66,92.792,36.82,86.49799999999999,9
2476,juice0020.jpg,158.58,96.566,36.5,86.814,9
2477,juice0021.jpg,166.14,100.03,36.5,86.81,9
2478,juice0022.jpg,173.37,102.54,37.13,87.45,9
2479,juice0023.jpg,180.3,104.43,37.75,87.13,9
2480,juice0024.jpg,187.85,106.0,38.07,87.13,9
2481,juice0025.jpg,196.03,107.26,39.01,86.82,9
2482,juice0026.jpg,203.58,107.89,39.65,86.82,9
2483,juice0027.jpg,210.5,107.89,39.65,88.07,9
2484,juice0028.jpg,216.48,109.46,39.65,87.13,9
2485,juice0029.jpg,221.2,109.46,39.96,87.13,9
2486,juice0030.jpg,224.66,109.15,39.96,87.44,9
2487,juice0031.jpg,226.23,109.46,40.28,87.13,9
2488,juice0032.jpg,226.23,107.89,40.59,87.76,9
2489,juice0033.jpg,222.77,107.89,40.59,87.44,9
2490,juice0034.jpg,217.74,107.26,39.64,87.45,9
2491,juice0035.jpg,211.13,106.63,39.33,88.08,9
2492,juice0036.jpg,204.21,106.63,38.07,87.76,9
2493,juice0037.jpg,194.77,106.63,38.7,87.76,9
2494,juice0038.jpg,183.44,106.95,38.7,87.44,9
2495,juice0039.jpg,173.06,106.95,37.76,88.38,9
2496,juice0040.jpg,162.36,108.52,37.76,87.44,9
2497,juice0041.jpg,151.35,109.46,37.44,86.82,9
2498,juice0042.jpg,143.17,109.78,36.81,87.76,9
2499,juice0043.jpg,135.61,111.35,37.13,87.44,9
2500,juice0044.jpg,126.8,112.29,36.5,87.45,9
2501,juice0045.jpg,117.36,113.24,37.76,86.81,9
2502,juice0046.jpg,109.5,114.5,36.81,86.81,9
2503,juice0047.jpg,101.0,115.44,38.08,87.13,9
2504,juice0048.jpg,95.339,116.7,38.071,86.5,9
2505,juice0049.jpg,89.046,116.7,38.704,87.76,9
2506,juice0050.jpg,84.32600000000001,115.75,38.384,88.08,9
2507,juice0051.jpg,79.292,116.07,38.388000000000005,86.5,9
2508,juice0052.jpg,76.146,111.98,38.384,88.07,9
2509,juice0053.jpg,75.516,108.83,38.074,87.76,9
2510,juice0054.jpg,75.516,102.86,38.074,89.33,9
2511,juice0055.jpg,76.146,97.824,38.384,88.706,9
2512,juice0056.jpg,77.404,91.53299999999999,38.076,88.70700000000001,9
2513,juice0057.jpg,80.865,84.29899999999999,37.445,88.391,9
2514,juice0058.jpg,83.697,77.064,38.073,89.336,9
2515,juice0059.jpg,87.15799999999999,70.14399999999999,38.071999999999996,89.016,9
2516,juice0060.jpg,91.249,63.853,38.071,88.387,9
2517,juice0061.jpg,94.081,59.135,38.389,87.755,9
2518,juice0062.jpg,99.115,54.417,37.125,89.01299999999999,9
2519,juice0063.jpg,106.35,50.957,37.76,88.383,9
2520,juice0064.jpg,114.22,48.44,36.81,87.76,9
2521,juice0065.jpg,122.4,46.553000000000004,36.5,87.757,9
2522,juice0066.jpg,130.89,45.295,36.82,88.075,9
2523,juice0067.jpg,140.02,45.295,37.76,87.125,9
2524,juice0068.jpg,149.14,46.239,37.45,87.131,9
2525,juice0069.jpg,157.95,48.44,36.82,87.76,9
2526,juice0070.jpg,166.77,50.957,37.12,87.76299999999999,9
2527,juice0071.jpg,174.32,54.731,37.44,85.559,9
2528,juice0072.jpg,181.87,55.675,38.07,87.445,9
2529,juice0073.jpg,189.73,57.876999999999995,38.71,87.133,9
2530,juice0074.jpg,198.86,59.449,38.7,86.811,9
2531,juice0075.jpg,206.41,60.708,39.02,85.87200000000001,9
2532,juice0076.jpg,212.39,61.022,39.65,86.18799999999999,9
2533,juice0077.jpg,217.74,61.966,39.96,86.50399999999999,9
2534,juice0078.jpg,221.51,61.966,40.28,87.134,9
2535,juice0079.jpg,223.72,61.651,39.96,87.12899999999999,9
2536,juice0080.jpg,221.83,61.022,40.27,86.49799999999999,9
2537,juice0081.jpg,216.79,59.135,40.59,86.185,9
2538,juice0082.jpg,209.56,56.933,40.9,86.18700000000001,9
2539,juice0083.jpg,200.75,54.731,40.27,85.869,9
2540,juice0084.jpg,192.25,51.9,39.65,86.82,9
2541,juice0085.jpg,182.81,49.38399999999999,39.33,86.186,9
2542,juice0086.jpg,172.43,46.868,39.02,86.81200000000001,9
2543,juice0087.jpg,162.36,44.037,39.02,87.443,9
2544,juice0088.jpg,153.86,42.15,36.5,87.44,9
2545,juice0089.jpg,143.8,41.206,36.81,87.134,9
2546,juice0090.jpg,133.41,41.206,37.13,86.184,9
2547,juice0091.jpg,123.03,41.206,37.44,86.814,9
2548,juice0092.jpg,112.33,43.408,37.13,86.50200000000001,9
2549,juice0093.jpg,102.58,45.924,37.44,86.816,9
2550,juice0094.jpg,93.45100000000001,49.38399999999999,36.499,85.876,9
2551,juice0095.jpg,85.9,52.53,36.5,85.87,9
2552,juice0096.jpg,79.292,55.04600000000001,37.128,85.874,9
2553,juice0097.jpg,73.943,58.82,37.757,85.87,9
2554,juice0098.jpg,72.37,63.224,38.07,86.49600000000001,9
2555,juice0099.jpg,73.628,67.313,37.762,86.18700000000001,9
2556,juice0100.jpg,75.516,73.604,37.754,85.876,9
2557,juice0101.jpg,78.033,78.637,37.446999999999996,86.18299999999999,9
2558,juice0102.jpg,81.18,83.984,38.07,86.186,9
2559,juice0103.jpg,86.214,89.33200000000001,37.126,85.868,9
2560,juice0104.jpg,89.361,94.679,37.129,85.561,9
2561,juice0105.jpg,92.508,100.03,36.181999999999995,85.87,9
2562,juice0106.jpg,94.395,106.63,37.125,85.87,9
2563,juice0107.jpg,97.542,113.24,36.498000000000005,84.61,9
2564,juice0108.jpg,99.43,118.58,35.87,85.25,9
2565,juice0109.jpg,102.58,122.99,36.18,84.61,9
2566,juice0110.jpg,106.67,126.13,35.87,84.62,9
2567,juice0111.jpg,111.39,127.71,36.18,84.92,9
2568,juice0112.jpg,116.42,127.71,36.19,85.87,9
2569,juice0113.jpg,122.08,127.39,36.5,85.24,9
2570,juice0114.jpg,129.01,124.56,36.5,85.87,9
2571,juice0115.jpg,137.5,120.79,35.87,85.87,9
2572,juice0116.jpg,144.11,117.01,36.19,85.24,9
2573,juice0117.jpg,151.35,113.24,35.87,86.5,9
2574,juice0118.jpg,158.27,109.15,36.5,86.18,9
2575,juice0119.jpg,165.51,105.69,35.87,85.87,9
2576,juice0120.jpg,172.43,102.54,35.87,86.19,9
2577,juice0121.jpg,179.04,99.712,36.18,85.55799999999999,9
2578,juice0122.jpg,184.7,96.566,36.5,85.244,9
2579,juice0123.jpg,190.68,92.792,36.5,86.18799999999999,9
2580,juice0124.jpg,196.03,89.646,36.81,85.874,9
2581,juice0125.jpg,201.38,86.815,37.44,85.555,9
2582,juice0126.jpg,207.35,82.726,37.13,86.814,9
2583,juice0127.jpg,211.76,80.21,37.76,86.19,9
2584,juice0128.jpg,216.17,77.693,38.07,86.81700000000001,9
2585,juice0129.jpg,220.57,73.919,38.07,87.441,9
2586,juice0130.jpg,223.09,72.346,38.07,86.50399999999999,9
2587,juice0131.jpg,223.09,69.83,39.33,86.5,9
2588,juice0132.jpg,222.77,66.055,38.7,87.445,9
2589,juice0133.jpg,220.57,63.224,38.39,87.446,9
2590,juice0134.jpg,216.17,60.07899999999999,38.38,87.441,9
2591,juice0135.jpg,210.5,57.562,38.39,86.818,9
2592,juice0136.jpg,204.21,55.04600000000001,37.44,87.75399999999999,9
2593,juice0137.jpg,196.34,52.843999999999994,37.45,87.446,9
2594,juice0138.jpg,187.53,50.957,37.76,86.81299999999999,9
2595,juice0139.jpg,177.78,49.38399999999999,37.76,85.876,9
2596,juice0140.jpg,168.65,46.553000000000004,36.82,86.81700000000001,9
2597,juice0141.jpg,158.9,44.666000000000004,36.81,86.50399999999999,9
2598,juice0142.jpg,149.46,42.778999999999996,36.81,87.131,9
2599,juice0143.jpg,138.76,40.891,37.13,87.12899999999999,9
2600,juice0144.jpg,130.58,39.633,36.81,87.447,9
2601,juice0145.jpg,121.46,38.689,37.12,86.811,9
2602,juice0146.jpg,112.96,37.431,36.5,87.12899999999999,9
2603,juice0147.jpg,106.04,36.802,36.81,86.818,9
2604,juice0148.jpg,98.8,36.486999999999995,37.44,87.133,9
2605,juice0149.jpg,93.45100000000001,37.431,37.129,85.869,9
2606,juice0150.jpg,88.102,38.375,37.448,85.875,9
2607,juice0151.jpg,85.585,39.318000000000005,37.125,85.87200000000001,9
2608,juice0152.jpg,84.641,40.577,36.819,85.553,9
2609,juice0153.jpg,86.214,42.15,37.446,85.24,9
2610,juice0154.jpg,89.046,44.037,37.134,85.243,9
2611,juice0155.jpg,93.45100000000001,45.295,36.819,84.925,9
2612,juice0156.jpg,98.486,48.44,36.184,84.61,9
2613,juice0157.jpg,101.32,52.843999999999994,36.81,83.35600000000001,9
2614,juice0158.jpg,104.15,56.619,36.5,82.721,9
2615,juice0159.jpg,107.3,60.708,35.55,81.782,9
2616,juice0160.jpg,110.13,64.168,34.61,81.152,9
2617,juice0161.jpg,112.65,66.684,33.98,81.786,9
2618,juice0162.jpg,114.53,69.515,33.99,79.895,9
2619,juice0163.jpg,116.42,70.14399999999999,33.04,79.896,9
2620,juice0164.jpg,118.31,70.14399999999999,33.04,79.57600000000001,9
2621,juice0165.jpg,121.14,71.08800000000001,31.47,78.322,9
2622,juice0166.jpg,123.34,71.08800000000001,31.78,77.692,9
